,korean_word,english_translation,mandarin_translation,mandarin_pinyin,category,difficulty
1296,친어머니,biological mother,生母，亲生母亲,shēngmǔ，qīnshēngmǔqīn,가족 행사,2
1297,친오빠,one's older brother,胞兄，亲哥,bāoxiōng，qīngē,가족 행사,2
1298,친딸,biological daughter,亲生女儿,qīnshēngnǚ'ér,가족 행사,2
1299,친아들,biological son,亲生儿子,qīnshēng'érzi,가족 행사,2
1300,가치,value,价，价值,jià，jiàzhí,가족 행사-명절,2
1301,가치관,values ,价值观,jiàzhíguān,가족 행사-명절,2
1302,아쉽다,lacking,缺，紧缺,quē，jǐnquē,"감정, 기분 표현하기",2
1303,부담스럽다,burdensome,有压力，有负担，别扭，不自在,yǒuyālì，yǒufùdān，bièniǔ，bùzìzài,"감정, 기분 표현하기",2
1304,막연하다,hazy,茫然，渺茫,mángrán，miǎománg,"감정, 기분 표현하기",2
1305,설레다,flutter,起伏，澎湃，激动,qǐfú，pēngpài，jīdòng,"감정, 기분 표현하기",2
1306,억울하다,feeling mortified; feeling chagrined,委屈，冤枉,wěiqū，yuānwǎng,"감정, 기분 표현하기",2
1307,속상하다,upset	,伤心，难过,shāngxīn，nánguò,"감정, 기분 표현하기",2
1308,든든하다,feeling reassured; feeling safe,踏实,tàshí,"감정, 기분 표현하기",2
1309,안타깝다,feeling sorry,惋惜，可惜,wǎnxī，kěxī,"감정, 기분 표현하기",2
1310,신경,nerve,神经,shénjīng,"감정, 기분 표현하기",2
1311,어색하다,awkward; embarrassing; uneasy,尴尬，拘束,gāngà，jūshù,"감정, 기분 표현하기",2
1312,밉다,upsetting,可恶，讨厌，可恨,kěwù，tǎoyàn，kěhèn,"감정, 기분 표현하기",2
1313,겁,fear; fright,胆怯，害怕,dǎnqiè，hàipà,"감정, 기분 표현하기",2
1314,위로,consolation; comfort,慰劳，慰问,wèiláo，wèiwèn,"감정, 기분 표현하기",2
1315,아무렇다,whatever,如何，怎样,rúhé，zěnyàng,"감정, 기분 표현하기",2
1316,망설이다,hesitate,踌躇，犹豫,chóuchú，yóuyù,"감정, 기분 표현하기",2
1317,우습다,funny,好笑，可笑,hǎoxiào，kěxiào,"감정, 기분 표현하기",2
1318,자랑스럽다,proud,骄傲，自豪，引以为荣,jiāo'ào，zìháo，yǐnyǐwéiróng,"감정, 기분 표현하기",2
1319,서운하다,sorry; remorseful,可惜，不舍,kěxī，bùshě,"감정, 기분 표현하기",2
1320,아깝다,regrettable,可惜，心疼,kěxī，xīnténg,"감정, 기분 표현하기",2
1321,호감,good feeling; favorable impression; feeling favorably,好感,hǎogǎn,"감정, 기분 표현하기",2
1322,어머,oh my goodness; why,哎哟，哦,āiyō，ó,"감정, 기분 표현하기",2
1323,신나다,become happy; become delighted; become elated,兴高采烈，兴奋,xìnggāocǎiliè，xīngfèn,"감정, 기분 표현하기",2
1324,감정,emotion; feeling; sentiment,感情,gǎnqíng,"감정, 기분 표현하기",2
1325,책임,duty; responsibility; obligation,责任,zérèn,"감정, 기분 표현하기",2
1326,놀랍다,amazing,惊人，出奇,jīngrén，chūqí,"감정, 기분 표현하기",2
1327,짜증스럽다,irritated; annoyed,烦人,fánrén,"감정, 기분 표현하기",2
1328,서럽다,sad,伤心，伤感,shāngxīn，shānggǎn,"감정, 기분 표현하기",2
1329,찌푸리다,be cloudy; be gloomy,阴沉沉，阴云密布,yīnchénchén，yīnyúnmìbù,"감정, 기분 표현하기",2
1330,난처하다,awkward; embarrassing,为难，不好办,wéinán，bùhǎobàn,"감정, 기분 표현하기",2
1331,미소,smile,微笑,wēixiào,"감정, 기분 표현하기",2
1332,지겹다,boring; tedious,烦腻，厌烦,fánnì，yànfán,"감정, 기분 표현하기",2
1333,두렵다,fearful; scared,恐惧，畏惧,kǒngjù，wèijù,"감정, 기분 표현하기",2
1334,의심,doubt; distrust; mistrust,疑心，怀疑,yíxīn，huáiyí,"감정, 기분 표현하기",2
1335,조심스럽다,careful; cautious,小心，谨慎,xiǎoxīn，jǐnshèn,"감정, 기분 표현하기",2
1336,욕심,desire; greed,贪，贪心，贪欲,tān，tānxīn，tānyù,"감정, 기분 표현하기",2
1337,아이고,my goodness; whoops,哎哟,āiyō,"감정, 기분 표현하기",2
1338,괴롭다,suffering,痛苦，难过,tòngkǔ，nánguò,"감정, 기분 표현하기",2
1339,쑥스럽다,awkward; shy,害羞，不好意思,hàixiū，bùhǎoyìsī,"감정, 기분 표현하기",2
1340,양심,conscience,良心,liángxīn,"감정, 기분 표현하기",2
1341,간절하다,sincere; ardent,恳切，热切，急切,kěnqiè，rèqiè，jíqiè,"감정, 기분 표현하기",2
1342,걱정스럽다,worried; concerned,担忧，发愁,dānyōu，fāchóu,"감정, 기분 표현하기",2
1343,고생,trouble; hardship,辛苦，艰苦，遭罪,xīnkǔ，jiānkǔ，zāozuì,"감정, 기분 표현하기",2
1344,겁나다,be afraid; be scared,畏惧，害怕,wèijù，hàipà,"감정, 기분 표현하기",2
1345,괴롭히다,torment; harass; distress,欺负，折磨,qīfù，zhémó,"감정, 기분 표현하기",2
1346,근심,worry,担心，担忧,dānxīn，dānyōu,"감정, 기분 표현하기",2
1347,후회,regret; remorse; repentance,后悔,hòuhuǐ,"감정, 기분 표현하기",2
1348,장하다,admirable; praiseworthy,了不起,liǎobùqǐ,"감정, 기분 표현하기",2
1349,자부심,pride,自信心，自豪感,zìxìnxīn，zìháogǎn,"감정, 기분 표현하기",2
1350,미련,lingering attachment,留恋，迷恋，眷恋,liúliàn，míliàn，juànliàn,"감정, 기분 표현하기",2
1351,호기심,curiosity; inquisitiveness,好奇心,hàoqíxīn,"감정, 기분 표현하기",2
1352,애,anxiety; worry,费心，担心，操心,fèixīn，dānxīn，cāoxīn,"감정, 기분 표현하기",2
1353,공감,sympathy,共鸣，同感，认同,gòngmíng，tónggǎn，rèntóng,"감정, 기분 표현하기",2
1354,진정하다,true; sincere,真正,zhēnzhèng,"감정, 기분 표현하기",2
1355,안타까워하다,feel sorry,惋惜，可惜,wǎnxī，kěxī,"감정, 기분 표현하기",2
1356,웃기다,make someone laugh,逗笑，可笑,dòuxiào，kěxiào,"감정, 기분 표현하기",2
1357,표정,facial expression,表情，脸色,biǎoqíng，liǎnsè,"감정, 기분 표현하기",2
1358,충격,impact,冲击,chōngjī,"감정, 기분 표현하기",2
1359,다행,being fortunate,万幸，幸事，走运,wànxìng，xìngshì，zǒuyùn,"감정, 기분 표현하기",2
1360,부담,burden; obligation,承担，负责,chéngdān，fùzé,"감정, 기분 표현하기",2
1361,실감,lifelike feeling; actual feeling,真切感受，真实感,zhēnqiègǎnshòu，zhēnshígǎn,"감정, 기분 표현하기",2
1362,아쉬움,frustration; regret,遗憾,yíhàn,"감정, 기분 표현하기",2
1363,괴로워하다,be tormented; be distressed,难受，难过,nánshòu，nánguò,"감정, 기분 표현하기",2
1364,의욕,volition; zeal; enthusiasm,意欲,yìyù,"감정, 기분 표현하기",2
1365,분노,rage; fury,愤怒,fènnù,"감정, 기분 표현하기",2
1366,신기하다,amazing; marvelous; mysterious,新奇,xīnqí,"감정, 기분 표현하기",2
1367,두려워하다,fear; dread; be afraid; be terrified,怕，害怕,pà，hàipà,"감정, 기분 표현하기",2
1368,진심,truth; sincerity,真心,zhēnxīn,"감정, 기분 표현하기",2
1369,당연히,naturally; fairly,当然,dāngrán,"감정, 기분 표현하기",2
1370,질투,jealousy,吃醋，妒忌,chīcù，dùjì,"감정, 기분 표현하기",2
1371,만족스럽다,satisfied,感到满意的，感觉满足的,gǎndàomǎnyìde，gǎnjuémǎnzúde,"감정, 기분 표현하기",2
1372,귀중하다,valuable,贵重，宝贵,guìzhòng，bǎoguì,"감정, 기분 표현하기",2
1373,싫증,dislike; disgust; boredom,厌烦，厌倦,yànfán，yànjuàn,"감정, 기분 표현하기",2
1374,심정,feeling; thought,心情,xīnqíng,"감정, 기분 표현하기",2
1375,어려움,difficulties; trouble; hardship,困难,kùnnán,"감정, 기분 표현하기",2
1376,쓸쓸하다,lonesome; solitary; cheerless,孤寂，落寞,gūjì，luòmò,"감정, 기분 표현하기",2
1377,절망,despair,绝望,juéwàng,"감정, 기분 표현하기",2
1378,찡그리다,frown; scowl,皱眉，蹙眉,zhòuméi，cùméi,"감정, 기분 표현하기",2
1379,만족,satisfaction,满足,mǎnzú,"감정, 기분 표현하기",2
1380,고통,pain,痛苦,tòngkǔ,"감정, 기분 표현하기",2
1381,고통스럽다,painful; hurtful,痛苦，难受,tòngkǔ，nánshòu,"감정, 기분 표현하기",2
1382,실망,disappointment,失望,shīwàng,"감정, 기분 표현하기",2
1383,부러워하다,envy; covet; feel jealous,羡慕,xiànmù,"감정, 기분 표현하기",2
1384,머뭇거리다,jib at; hold back; waver,犹犹豫豫，吞吞吐吐,yóuyóuyùyù，tūntūntǔtǔ,"감정, 기분 표현하기",2
1385,미움,hate; hatred,讨厌，憎恶，嫌恶,tǎoyàn，zēngwù，xiánwù,"감정, 기분 표현하기",2
1386,어려워하다,be uncomfortable with,畏惧，惧怕,wèijù，jùpà,"감정, 기분 표현하기",2
1387,외로움,loneliness,孤单，孤独,gūdān，gūdú,"감정, 기분 표현하기",2
1388,욕망,desire; craving,欲望，欲念，欲求,yùwàng，yùniàn，yùqiú,"감정, 기분 표현하기",2
1389,고독,loneliness; solitude,孤独，孤单,gūdú，gūdān,"감정, 기분 표현하기",2
1390,귀하다,noble,尊贵，高贵,zūnguì，gāoguì,"감정, 기분 표현하기",2
1391,믿음,belief; conviction,信任，信念,xìnrèn，xìnniàn,"감정, 기분 표현하기",2
1392,심리,mentality,心理,xīnlǐ,"감정, 기분 표현하기",2
1393,당황,embarrassment; being panic; being flustered,惊慌，慌张,jīnghuāng，huāngzhāng,"감정, 기분 표현하기",2
1394,웃음소리,sound of laughter,笑声,xiàoshēng,"감정, 기분 표현하기",2
1395,고마워하다,appreciate; thank,感谢，感激,gǎnxiè，gǎnjī,"감정, 기분 표현하기",2
1396,우울,depression; melancholy,忧郁，抑郁,yōuyù，yìyù,"감정, 기분 표현하기",2
1397,울음소리,crying sound; weeping sound,哭声，叫声，啼声,kūshēng，jiàoshēng，tíshēng,"감정, 기분 표현하기",2
1398,후회스럽다,regretful; remorseful; repentant,让人后悔，悔恨,ràngrénhòuhuǐ，huǐhèn,"감정, 기분 표현하기",2
1399,그리움,yearning; attachment; longing,思念，想念,sīniàn，xiǎngniàn,"감정, 기분 표현하기",2
1400,아이,goodness; oh gosh,唉,āi,"감정, 기분 표현하기",2
1401,즐거움,joy; pleasure,乐趣,lèqù,"감정, 기분 표현하기",2
1402,선호,preference,偏爱，喜好,piān'ài，xǐhào,"감정, 기분 표현하기",2
1403,곤란,trouble; difficulty,困难，窘迫,kùnnán，jiǒngpò,"감정, 기분 표현하기",2
1404,다행히,luckily; with luck,幸运，万幸，走运,xìngyùn，wànxìng，zǒuyùn,"감정, 기분 표현하기",2
1405,괴로움,suffering,痛苦，煎熬，伤痛,tòngkǔ，jiān'áo，shāngtòng,"감정, 기분 표현하기",2
1406,아하,aha,哈，啊哈,hā，ahā,"감정, 기분 표현하기",2
1407,두려움,fear,恐惧，畏惧,kǒngjù，wèijù,"감정, 기분 표현하기",2
1408,앗,eek; yikes; oops,唷,yō,"감정, 기분 표현하기",2
1409,충격적,being shocking,震惊的,zhènjīngde,"감정, 기분 표현하기",2
1410,창피,embarrassment; shame,丢脸，丢人，难为情，寒碜,diūliǎn，diūrén，nánwéiqíng，hánchěn,"감정, 기분 표현하기",2
1411,흥분,excitement; thrill; rage,兴奋,xīngfèn,"감정, 기분 표현하기",2
1412,불쾌,being unpleasant; displeasure; discomfort,不愉快，不快,bùyúkuài，bùkuài,"감정, 기분 표현하기",2
1413,자극,stimulus; stimulation; impulse,刺激,cìjī,"감정, 기분 표현하기",2
1414,하하,ha-ha ,哈哈,hāhā,"감정, 기분 표현하기",2
1415,다행스럽다,lucky,所幸，幸运,suǒxìng，xìngyùn,"감정, 기분 표현하기",2
1416,심리적,psychological,心理的，心理上的,xīnlǐde，xīnlǐshàngde,"감정, 기분 표현하기",2
1417,공포,fear,恐怖,kǒngbù,"감정, 기분 표현하기",2
1418,다짐,promise; assurance; pledge,保证,bǎozhèng,"감정, 기분 표현하기",2
1419,초조,fret; anxiety; nervousness,焦躁，焦虑,jiāozào，jiāolǜ,"감정, 기분 표현하기",2
1420,빨개지다,turn red; blush; redden,发红，变红,fāhóng，biànhóng,"감정, 기분 표현하기",2
1421,심리적,mental,心理的，心理上的,xīnlǐde，xīnlǐshàngde,"감정, 기분 표현하기",2
1422,콧노래,humming,哼歌，哼唱,hēnggē，hēngchàng,"감정, 기분 표현하기",2
1423,충격적,shocking,震惊的,zhènjīngde,"감정, 기분 표현하기",2
1424,복수,revenge,复仇,fùchóu,"감정, 기분 표현하기",2
1425,머릿속,in one's head,脑里，心里,nǎolǐ，xīnlǐ,"감정, 기분 표현하기",2
1426,물음,question,提问，问题,tíwèn，wèntí,"감정, 기분 표현하기",2
1427,어휴,argh; augh; phew; pew,啊呀,aya,"감정, 기분 표현하기",2
1428,으악,eek; yikes,哇,wa,"감정, 기분 표현하기",2
1429,존경,admiration,尊敬,zūnjìng,"감정, 기분 표현하기|인간관계",2
1430,존중,respect,尊重,zūnzhòng,"감정, 기분 표현하기|인간관계",2
1431,자녀,child,子女,zǐnǚ,개인 정보 교환하기,2
1432,본인,person concerned; person in question,本人，自己，当事人,běnrén，zìjǐ，dāngshìrén,개인 정보 교환하기,2
1433,남,male; man,男,nán,개인 정보 교환하기,2
1434,성명,full name,姓名,xìngmíng,개인 정보 교환하기,2
1435,연령,age,年龄,niánlíng,개인 정보 교환하기,2
1436,신분,status; rank; position,身份,shēnfèn,개인 정보 교환하기,2
1437,별명,nickname,别名，外号，绰号,biémíng，wàihào，chuòhào,개인 정보 교환하기,2
1438,시집가다,get married,结婚，嫁人,jiéhūn，jiàrén,개인 정보 교환하기,2
1439,사망,death; passing away; being killed,死亡,sǐwáng,개인 정보 교환하기,2
1440,성별,sex; gender,性别,xìngbié,개인 정보 교환하기,2
1441,숨지다,die,咽气，断气,yànqì，duànqì,개인 정보 교환하기,2
1442,가정주부,housewife,家庭主妇,jiātíngzhǔfù,개인 정보 교환하기,2
1443,탄생,birth,诞生,dànshēng,개인 정보 교환하기,2
1444,년대,nyeondae,年代,niándài,개인 정보 교환하기,2
1445,년도,nyeondo,年度,niándù,개인 정보 교환하기,2
1446,띠,tti,属相,shǔxiāng,개인 정보 교환하기,2
1447,본인,I; me,本人,běnrén,개인 정보 교환하기,2
1448,생년월일,date of birth; birth date,出生日期,chūshēngrìqī,개인 정보 교환하기,2
1449,간,liver,肝，肝脏,gān，gānzàng,건강,2
1450,배꼽,navel; belly button,肚脐，肚脐眼,dùqí，dùqíyǎn,건강,2
1451,숨,breath,呼吸,hūxī,건강,2
1452,가렵다,itchy,痒，发痒,yǎng，fāyǎng,건강,2
1453,뼈,bone,骨，骨头,gǔ，gútou,건강,2
1454,어지럽다,dizzy; giddy,晕，晕眩,yūn，yūnxuàn,건강,2
1455,긁다,scratch,挠，搔,náo，sāo,건강,2
1456,침,saliva,唾液，口涎，口沫,tuòyè，kǒuxián，kǒumò,건강,2
1457,감다,wind; coil; twine,缠，绕，卷,chán，rào，juǎn,건강,2
1458,손발,hands and feet,手脚,shǒujiǎo,건강,2
1459,굽히다,bend,弯，弯曲,wān，wānqū,건강,2
1460,해롭다,harmful; bad,有害,yǒuhài,건강,2
1461,발목,ankle,脚脖子，脚踝,jiǎobózi，jiǎohuái,건강,2
1462,지치다,be tired; be exhausted,疲惫，疲乏，疲劳,píbèi，pífá，píláo,건강,2
1463,감각,sense; sensation; feeling,感觉,gǎnjué,건강,2
1464,붓다,swell; be swollen,肿,zhǒng,건강,2
1465,대변,feces; excrements; stools,大便,dàbiàn,건강,2
1466,심장,heart,心脏,xīnzàng,건강,2
1467,의식,consciousness,意识,yìshí,건강,2
1468,간지럽다,feel ticklish,痒，瘙痒,yǎng，sàoyǎng,건강,2
1469,발등,the top of the foot,脚背,jiǎobèi,건강,2
1470,뺨,cheek,脸颊，腮,liǎnjiá，sāi,건강,2
1471,갈증,thirst,干渴，口渴,gānkě，kǒukě,건강,2
1472,목구멍,throat,喉咙口，嗓子眼,hóulóngkǒu，sǎngziyǎn,건강,2
1473,소화,digestion,消化,xiāohuà,건강,2
1474,몸살,body aching all over,浑身难受，过劳而病,húnshēnnánshòu，guòláo'érbìng,건강,2
1475,눈뜨다,wake,醒，睁开眼睛,xǐng，zhēngkāiyǎnjīng,건강,2
1476,시력,sight; vision,视力,shìlì,건강,2
1477,굶다,skip a meal; starve,饿，饿肚子,è，èdǔzi,건강,2
1478,젖,milk; breast milk,乳，奶,rǔ，nǎi,건강,2
1479,부러지다,break; be broken; fracture,折，折断,zhé，zhéduàn,건강,2
1480,골다,snore,打鼾，打呼噜,dǎhān，dǎhūlū,건강,2
1481,눈썹,eyebrow; eyelashes,眉毛,méimáo,건강,2
1482,안색,complexion,脸色，神色,liǎnsè，shénsè,건강,2
1483,기지개,stretching,懒腰,lǎnyāo,건강,2
1484,목마르다,thirsty,口渴,kǒukě,건강,2
1485,질병,illness,疾病,jíbìng,건강,2
1486,뇌,brain,脑,nǎo,건강,2
1487,호흡,breathing; breath,呼吸,hūxī,건강,2
1488,근육,muscle,肌肉,jīròu,건강,2
1489,상태,condition; state,状态,zhuàngtài,건강,2
1490,눈동자,pupil,眼珠，瞳孔，眸子,yǎnzhū，tóngkǒng，móuzi,건강,2
1491,뱃속,mind; stomach; inside of stomach,肚子里，内心，心眼,dǔzilǐ，nèixīn，xīnyǎn,건강,2
1492,피로,tiredness; exhaustion; fatigue ,疲劳，疲倦，疲乏，劳累,píláo，píjuàn，pífá，láolèi,건강,2
