korean_word,english_translation,mandarin_translation,mandarin_pinyin,category,difficulty
양복,suit,西装,xīzhuāng,복장 표현하기,1
치마,skirt,裙，裙子,qún，qúnzi,복장 표현하기,1
양말,sock,袜子,wàzi,복장 표현하기,1
청바지,jeans,牛仔裤,niúzǎikù,복장 표현하기,1
스웨터,sweater,毛衣,máoyī,복장 표현하기,1
켤레,pair,双,shuāng,복장 표현하기,1
와이셔츠,dress shirt,衬衣，衬衫,chènyī，chènshān,복장 표현하기,1
속옷,underwear,内衣,nèiyī,복장 표현하기,1
운동화,running shoes; sneakers,运动鞋,yùndòngxié,복장 표현하기,1
사이즈,size; measurement,尺寸，号，尺码,chǐcùn，hào，chǐmǎ,복장 표현하기,1
스카프,scarf,围巾,wéijīn,복장 표현하기,1
손수건,handkerchief,手帕，手绢,shǒupà，shǒujuàn,복장 표현하기,1
세탁소,laundry,洗衣店,xǐyīdiàn,복장 표현하기,1
블라우스,blouse,雪纺衫,xuěfǎngshān,복장 표현하기,1
원피스,one-piece dress,连衣裙,liányīqún,복장 표현하기,1
수영복,swimsuit; bathing suit,泳衣，泳装,yǒngyī，yǒngzhuāng,복장 표현하기,1
반바지,short pants; shorts,短裤,duǎnkù,복장 표현하기,1
운동복,sportswear; sweat suit,运动服,yùndòngfú,복장 표현하기,1
실례,rudeness; impoliteness,失礼,shīlǐ,사과하기,1
죄송하다,sorry,抱歉，愧疚,bàoqiàn，kuìjiù,사과하기,1
실수,mistake; blunder,失手，失误,shīshǒu，shīwù,사과하기,1
미안,being sorry,抱歉，愧疚，不好意思，过意不去,bàoqiàn，kuìjiù，bùhǎoyìsī，guòyìbùqù,사과하기,1
정말,fact,真的，事实，真话,zhēnde，shìshí，zhēnhuà,사과하기,1
정말,really,真的,zhēnde,사과하기,1
거절,refusal; rejection; denial,拒绝，谢绝,jùjué，xièjué,사과하기,1
게으르다,lazy,懒，懒惰,lǎn，lǎnduò,성격 표현하기,1
급하다,urgent,急,jí,성격 표현하기,1
착하다,kind; generous,善良,shànliáng,성격 표현하기,1
부지런하다,diligent; industrious,勤奋，勤快，勤勉，勤恳,qínfèn，qínkuài，qínmiǎn，qínkěn,성격 표현하기,1
성격,personality; character,性格,xìnggé,성격 표현하기,1
훌륭하다,great; excellent; outstanding,优秀，卓越,yōuxiù，zhuóyuè,성격 표현하기,1
똑똑하다,definite; explicit; well-defined,清晰，清楚,qīngxī，qīngchǔ,성격 표현하기,1
능력,ability; capability; competence,能力，才能,nénglì，cáinéng,성격 표현하기,1
부드럽다,soft; smooth,柔软,róuruǎn,성격 표현하기,1
자랑,boast; brag; showing off,炫耀，夸耀,xuànyào，kuāyào,성격 표현하기,1
친절,kindness; hospitality,亲切，关切，热情,qīnqiè，guānqiè，rèqíng,성격 표현하기,1
조심,caution; carefulness,小心，谨慎，留心,xiǎoxīn，jǐnshèn，liúxīn,성격 표현하기,1
모시다,serve; attend; wait on,伺候，照顾，赡养,cìhòu，zhàogù，shànyǎng,소개하기(가족 소개),1
나,I,我,wǒ,소개하기(가족 소개),1
자식,child; kid,子女,zǐnǚ,소개하기(가족 소개),1
계시다,live,(无对应词汇),(wúduìyìngcíhuì),소개하기(가족 소개),1
어머니,mother,母亲，妈妈,mǔqīn，māmā,소개하기(가족 소개),1
부부,couple; married couple,夫妻，夫妇,fūqī，fūfù,소개하기(가족 소개),1
우리,we,我们，咱们,wǒmen，zánmen,소개하기(가족 소개),1
형,older brother,哥，哥哥,gē，gēgē,소개하기(가족 소개),1
아버지,father; male parent,父亲，爸爸,fùqīn，bàbà,소개하기(가족 소개),1
가족,family,家庭，家人,jiātíng，jiārén,소개하기(가족 소개),1
아내,wife,妻子，爱人，老婆,qīzǐ，àirén，lǎopó,소개하기(가족 소개),1
엄마,mom,妈妈,māmā,소개하기(가족 소개),1
누나,elder sister,姐姐,jiějiě,소개하기(가족 소개),1
남편,husband,丈夫，老公,zhàngfū，lǎogōng,소개하기(가족 소개),1
어머님,mother; female parent,母亲，妈妈,mǔqīn，māmā,소개하기(가족 소개),1
아빠,dad; daddy,爸爸,bàbà,소개하기(가족 소개),1
언니,older sister,姐姐,jiějiě,소개하기(가족 소개),1
할아버지,grandfather; grandpa,爷爷，姥爷,yéyé，lǎoyé,소개하기(가족 소개),1
오빠,elder brother,哥哥,gēgē,소개하기(가족 소개),1
닮다,resemble,像，随,xiàng，suí,소개하기(가족 소개),1
고모,paternal aunt,姑姑，姑妈,gūgū，gūmā,소개하기(가족 소개),1
할머니,grandmother; granny,奶奶，姥姥,nǎinǎi，lǎolǎo,소개하기(가족 소개),1
식구,family member,家人,jiārén,소개하기(가족 소개),1
형제,brothers,兄弟,xiōngdì,소개하기(가족 소개),1
누구,(no equivalent expression),谁,shuí,소개하기(가족 소개),1
시어머니,mother-in-law,婆婆,pópó,소개하기(가족 소개),1
동생,brother; sister,弟弟；妹妹,dìdì；mèimèi,소개하기(가족 소개),1
딸,daughter,女儿,nǚ'ér,소개하기(가족 소개),1
부모님,parents,父母,fùmǔ,소개하기(가족 소개),1
아들,son,儿子,érzi,소개하기(가족 소개),1
남동생,younger brother,弟弟,dìdì,소개하기(가족 소개),1
조카,nephew; niece,侄子，侄儿，侄女,zhízi，zhí'er，zhínǚ,소개하기(가족 소개),1
명,person,个，名,gè，míng,소개하기(가족 소개),1
여동생,younger sister,妹妹,mèimèi,소개하기(가족 소개),1
친척,relative,亲戚,qīnqī,소개하기(가족 소개),1
살,years old,岁,suì,소개하기(가족 소개),1
삼촌,uncle; paternal uncle,叔叔，舅舅,shūshū，jiùjiù,소개하기(가족 소개),1
이모,aunt,阿姨，姨妈,āyí，yímā,소개하기(가족 소개),1
손녀,granddaughter,孙女，外孙女,sūnnǚ，wàisūnnǚ,소개하기(가족 소개),1
연세,age,贵庚,guìgēng,소개하기(가족 소개),1
부인,wife,夫人，令夫人,fūrén，lìngfūrén,소개하기(가족 소개),1
너,(no equivalent expression),你,nǐ,소개하기(자기소개),1
사람,human; man,人,rén,소개하기(자기소개),1
공무원,civil servant,公务员,gōngwùyuán,소개하기(자기소개),1
살다,live; be alive,活，活着，生存,huó，huózhe，shēngcún,소개하기(자기소개),1
노인,old person; the aged; senior citizen,老人，老年人,lǎorén，lǎoniánrén,소개하기(자기소개),1
친구,friend,朋友，好友， 友人，故旧,péngyǒu，hǎoyǒu， yǒurén，gùjiù,소개하기(자기소개),1
남자,man; male,男子，男人,nánzi，nánrén,소개하기(자기소개),1
직업,occupation; job,职业,zhíyè,소개하기(자기소개),1
저,I; me,我,wǒ,소개하기(자기소개),1
저희,our,我们,wǒmen,소개하기(자기소개),1
선생님,teacher; master,老师，教师,lǎoshī，jiàoshī,소개하기(자기소개),1
간호사,nurse,护士,hùshì,소개하기(자기소개),1
자신,self; oneself,自身，自己,zìshēn，zìjǐ,소개하기(자기소개),1
남성,male,男性,nánxìng,소개하기(자기소개),1
내,I,我,wǒ,소개하기(자기소개),1
뵙다,see; meet; meet with,拜见,bàijiàn,소개하기(자기소개),1
처음,first; forefront,第一次，初次,dìyīcì，chūcì,소개하기(자기소개),1
너희,you,你们,nǐmen,소개하기(자기소개),1
사업,business,事业，生意,shìyè，shēngyì,소개하기(자기소개),1
나이,age,年龄，年纪，岁数,niánlíng，niánjì，suìshù,소개하기(자기소개),1
학생,student; learner,学生,xuéshēng,소개하기(자기소개),1
여러분,everyone; everybody,诸位，各位，大家,zhūwèi，gèwèi，dàjiā,소개하기(자기소개),1
회사,company; corporation,公司，企业，会社,gōngsī，qǐyè，huìshè,소개하기(자기소개),1
기자,reporter; journalist,记者,jìzhě,소개하기(자기소개),1
고향,home; hometown,故乡，家乡,gùxiāng，jiāxiāng,소개하기(자기소개),1
네,you,你,nǐ,소개하기(자기소개),1
가수,singer,歌手,gēshǒu,소개하기(자기소개),1
직장,workplace,工作单位，职场,gōngzuòdānwèi，zhíchǎng,소개하기(자기소개),1
이분,this gentleman; this lady; this,这位,zhèwèi,소개하기(자기소개),1
나라,country; nation; state,国，国家,guó，guójiā,소개하기(자기소개),1
서비스,service,服务,fúwù,소개하기(자기소개),1
남녀,man and woman,男女,nánnǚ,소개하기(자기소개),1
경찰,police; policing,警方，警察当局,jǐngfāng，jǐngchádāngjú,소개하기(자기소개),1
저분,that gentleman; that lady,那位,nàwèi,소개하기(자기소개),1
소개,mediation,介绍，推荐,jièshào，tuījiàn,소개하기(자기소개),1
회사원,employee; office worker; staff,公司职员，公司员工,gōngsīzhíyuán，gōngsīyuángōng,소개하기(자기소개),1
애인,lover; one's beloved,恋人,liànrén,소개하기(자기소개),1
우리나라,our country,我们国家，我国,wǒmenguójiā，wǒguó,소개하기(자기소개),1
연예인,entertainer,艺人,yìrén,소개하기(자기소개),1
화가,painter; artist,画家,huàjiā,소개하기(자기소개),1
주부,homemaker,主妇，家庭主妇,zhǔfù，jiātíngzhǔfù,소개하기(자기소개),1
변호사,lawyer,律师,lǜshī,소개하기(자기소개),1
선수,athlete; player; representative player,选手，运动员,xuǎnshǒu，yùndòngyuán,소개하기(자기소개),1
군인,soldier,军人,jūnrén,소개하기(자기소개),1
성,surname; family name,姓,xìng,소개하기(자기소개),1
직원,employee,职员，职工,zhíyuán，zhígōng,소개하기(자기소개),1
자기소개,self introduction,自我介绍,zìwǒjièshào,소개하기(자기소개),1
요리사,cook; chef,料理师，烹饪师，烹调师，厨师,liàolǐshī，pēngrènshī，pēngtiáoshī，chúshī,소개하기(자기소개),1
아나운서,announcer,广播员，播音员,guǎngbōyuán，bōyīnyuán,소개하기(자기소개),1
경찰서,police station,警察署，警察局，公安局,jǐngcháshǔ，jǐngchájú，gōng'ānjú,소개하기(자기소개),1
방송국,broadcasting station ,广播电台，电视台,guǎngbōdiàntái，diànshìtái,소개하기(자기소개),1
음악가,musician,音乐家,yīnyuèjiā,소개하기(자기소개),1
넘다,exceed; go beyond,过，超过,guò，chāoguò,시간 표현하기,1
늦다,late; later,晚，迟,wǎn，chí,시간 표현하기,1
때,time,时，时候,shí，shíhòu,시간 표현하기,1
이르다,early; premature,早,zǎo,시간 표현하기,1
가끔,sometimes,偶尔，有时，时而，间或,ǒu'ěr，yǒushí，shí'ér，jiànhuò,시간 표현하기,1
동안,while,期间,qījiān,시간 표현하기,1
늦다,be late,晚，迟到,wǎn，chídào,시간 표현하기,1
하루,day,一天,yītiān,시간 표현하기,1
금방,moment ago,刚，刚刚，刚才,gāng，gānggāng，gāngcái,시간 표현하기,1
끝,end; final,尽头，最后，终,jìntóu，zuìhòu，zhōng,시간 표현하기,1
기회,chance; opportunity,机会，机遇，时机,jīhuì，jīyù，shíjī,시간 표현하기,1
아침,morning,早上，早晨,zǎoshàng，zǎochén,시간 표현하기,1
아직,yet; still,尚未，还，仍然,shàngwèi，hái，réngrán,시간 표현하기,1
전,past,以前,yǐqián,시간 표현하기,1
드디어,at last; finally,终于，到底，总算,zhōngyú，dàodǐ，zǒngsuàn,시간 표현하기,1
다시,again,再，再次,zài，zàicì,시간 표현하기,1
벌써,so soon,已经,yǐjīng,시간 표현하기,1
시,o'clock,点，点钟,diǎn，diǎnzhōng,시간 표현하기,1
점심,lunch,中饭，午饭，午餐,zhōngfàn，wǔfàn，wǔcān,시간 표현하기,1
저녁,evening,傍晚,bàngwǎn,시간 표현하기,1
우선,first of all; to begin with; before everything,先,xiān,시간 표현하기,1
순서,order; sequence,顺序，次序,shùnxù，cìxù,시간 표현하기,1
분,(no equivalent expression),位,wèi,시간 표현하기,1
어젯밤,last night,昨夜,zuóyè,시간 표현하기,1
일찍,early,早早儿,zǎozǎo'ér,시간 표현하기,1
나중,next time; later,后来，以后,hòulái，yǐhòu,시간 표현하기,1
이제,now,现在,xiànzài,시간 표현하기,1
항상,always; all the time,总，总是，老，老是，经常,zǒng，zǒngshì，lǎo，lǎoshì，jīngcháng,시간 표현하기,1
자주,often; frequently,常常，经常,chángcháng，jīngcháng,시간 표현하기,1
늘,always,总，老，老是，经常,zǒng，lǎo，lǎoshì，jīngcháng,시간 표현하기,1
방금,moment ago,刚才，方才,gāngcái，fāngcái,시간 표현하기,1
새벽,dawn	,清晨，拂晓,qīngchén，fúxiǎo,시간 표현하기,1
기간,period; term,期间，时期,qījiān，shíqī,시간 표현하기,1
후,later time,后，以后，之后,hòu，yǐhòu，zhīhòu,시간 표현하기,1
먼저,earlier; first,先,xiān,시간 표현하기,1
어제,yesterday,昨天，昨日,zuótiān，zuórì,시간 표현하기,1
미리,in advance; ahead of time,事先，预先，事前，提前,shìxiān，yùxiān，shìqián，tíqián,시간 표현하기,1
방금,a moment ago,刚才，方才,gāngcái，fāngcái,시간 표현하기,1
이따가,a little later; a short time later,稍后，回头,shāohòu，huítóu,시간 표현하기,1
언제,when; what time,什么时候,shénmeshíhòu,시간 표현하기,1
그때,that time; that moment; then,那时，那时候,nàshí，nàshíhòu,시간 표현하기,1
지금,now,现在,xiànzài,시간 표현하기,1
마지막,last,最后，最终，末了,zuìhòu，zuìzhōng，mòliǎo,시간 표현하기,1
잠깐,while; moment,暂时，一会儿，片刻,zànshí，yīhuì'er，piànkè,시간 표현하기,1
먼저,being early,原先，先前,yuánxiān，xiānqián,시간 표현하기,1
그동안,meantime; meanwhile,近来，这段时间,jìnlái，zhèduànshíjiān,시간 표현하기,1
시계,clock,钟，表,zhōng，biǎo,시간 표현하기,1
언제나,always; all the time,一直，总是,yìzhí，zǒngshì,시간 표현하기,1
최근,the latest; the most recent,最近；近来,zuìjìn；jìnlái,시간 표현하기,1
이번,this time,这次，这回,zhècì，zhèhuí,시간 표현하기,1
이제,now,现在,xiànzài,시간 표현하기,1
과거,past,过去，从前,guòqù，cóngqián,시간 표현하기,1
낮,day; daytime,白天，白日，日间,báitiān，báirì，rìjiān,시간 표현하기,1
옛날,past; ancient times,古，古代,gǔ，gǔdài,시간 표현하기,1
오래,long,好久，很久,hǎojiǔ，hěnjiǔ,시간 표현하기,1
현재,now; present; today,现在，目前，此时,xiànzài，mùqián，cǐshí,시간 표현하기,1
밤,night; evening,夜，夜间,yè，yèjiān,시간 표현하기,1
미래,future; days ahead,未来，将来,wèilái，jiānglái,시간 표현하기,1
오전,morning,上午,shàngwǔ,시간 표현하기,1
아까,a moment ago ,刚才，方才，刚刚,gāngcái，fāngcái，gānggāng,시간 표현하기,1
잠시,moment; short while,片刻，暂时,piànkè，zànshí,시간 표현하기,1
동시,simultaneousness; concurrence,同时,tóngshí,시간 표현하기,1
이후,later time; the future,以后,yǐhòu,시간 표현하기,1
초,beginning,初,chū,시간 표현하기,1
이전,previous time; before,以前，之前,yǐqián，zhīqián,시간 표현하기,1
말,end,末，底,mò，dǐ,시간 표현하기,1
전,former,前,qián,시간 표현하기,1
지금,now; immediately,现在，这会儿,xiànzài，zhèhuì'er,시간 표현하기,1
분,minute,分，分钟,fēn，fēnzhōng,시간 표현하기,1
잠깐,for a moment; for an instant; for a while,一下，暂时地,yīxià，zànshídì,시간 표현하기,1
지난번,last time; the other day,上次，上回,shàngcì，shànghuí,시간 표현하기,1
아까,a little while ago; a moment ago,刚，刚才,gāng，gāngcái,시간 표현하기,1
잠시,for a while; for a moment; for some time,暂时，一会儿,zànshí，yīhuì'er,시간 표현하기,1
옛,old; ancient,过去的，以前的,guòqùde，yǐqiánde,시간 표현하기,1
언제,when; at what time,什么时候,shénmeshíhòu,시간 표현하기,1
이때,this time; this moment; this instant,这时，此时,zhèshí，cǐshí,시간 표현하기,1
어제,yesterday,昨天，昨日,zuótiān，zuórì,시간 표현하기,1
저번,the other time,那次,nàcì,시간 표현하기,1
초,second,秒,miǎo,시간 표현하기,1
시,time of birth,时,shí,시간 표현하기,1
점심시간,lunchtime,午饭时间,wǔfànshíjiān,시간 표현하기,1
